Decision,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,positive,negative,Noun 
deceptive,0,0,0.034965035,0.055944056,0.006993007,0,0.055944056,0,0.062937063,0,0.255172414
deceptive,0.012903226,0,0.032258065,0.04516129,0.006451613,0,0.038709677,0,0.077419355,0,0.314102564
deceptive,0.009090909,0,0.027272727,0.036363636,0.036363636,0.009090909,0.045454545,0,0.072727273,0.018181818,0.279279279
deceptive,0,0,0.013888889,0.055555556,0,0,0.055555556,0,0.097222222,0,0.25
deceptive,0.010989011,0,0.043956044,0.098901099,0.021978022,0,0.065934066,0,0.120879121,0.010989011,0.32967033
deceptive,0,0,0.078125,0.0625,0.03125,0,0.0625,0.015625,0.0625,0.015625,0.164179105
deceptive,0,0,0,0,0,0,0,0,0.026315789,0,0.263157895
deceptive,0,0,0.015873016,0.031746032,0,0,0.047619048,0,0.079365079,0,0.234375
deceptive,0,0,0.02,0.04,0,0,0.08,0,0.1,0,0.22
deceptive,0,0,0.031914894,0.053191489,0.021276596,0,0.042553191,0,0.053191489,0,0.287234043
deceptive,0,0.01754386,0.052631579,0.052631579,0.043859649,0.00877193,0.043859649,0,0.061403509,0.00877193,0.230769231
deceptive,0,0,0.036585366,0.073170732,0,0,0.048780488,0,0.085365854,0,0.231707317
deceptive,0,0,0,0,0,0.015625,0.03125,0,0.03125,0,0.234375
deceptive,0.026041667,0.020833333,0.03125,0.041666667,0.015625,0.026041667,0.052083333,0.026041667,0.078125,0.03125,0.244897959
deceptive,0.012048193,0,0.048192771,0.036144578,0.024096386,0,0.060240964,0.012048193,0.096385542,0.024096386,0.21686747
deceptive,0,0.005952381,0.011904762,0.011904762,0.017857143,0,0.023809524,0,0.089285714,0.005952381,0.192090396
deceptive,0,0,0.047619048,0.063492063,0.03968254,0,0.047619048,0,0.087301587,0,0.174603175
deceptive,0.004273504,0.008547009,0.02991453,0.034188034,0.017094017,0.008547009,0.038461538,0,0.076923077,0.025641026,0.23628692
deceptive,0,0,0.068627451,0.068627451,0.009803922,0,0.078431373,0,0.107843137,0,0.213592233
deceptive,0.012345679,0.024691358,0.049382716,0.049382716,0.012345679,0.024691358,0.049382716,0.012345679,0.098765432,0.049382716,0.207317073
deceptive,0.011363636,0.011363636,0.045454545,0.011363636,0.011363636,0.011363636,0.034090909,0.011363636,0.068181818,0.011363636,0.244444444
deceptive,0.005154639,0.005154639,0.030927835,0.036082474,0.015463918,0,0.036082474,0,0.118556701,0.015463918,0.277777778
deceptive,0,0,0,0.04,0.04,0,0.08,0,0.12,0,0.24
deceptive,0,0,0.05952381,0.071428571,0.011904762,0,0.071428571,0,0.083333333,0,0.188235294
deceptive,0,0,0,0.041666667,0,0,0.041666667,0,0.097222222,0.013888889,0.287671233
deceptive,0,0,0.024590164,0.032786885,0.040983607,0.008196721,0.049180328,0,0.049180328,0.008196721,0.170731707
deceptive,0,0,0.024096386,0.016064257,0.008032129,0.004016064,0.024096386,0.004016064,0.064257028,0.004016064,0.267489712
deceptive,0,0,0.029126214,0.029126214,0.009708738,0,0.019417476,0,0.048543689,0,0.2
deceptive,0.005952381,0.011904762,0.047619048,0.029761905,0.029761905,0.011904762,0.029761905,0,0.047619048,0.011904762,0.245614035
deceptive,0.015873016,0.015873016,0.063492063,0.063492063,0.031746032,0.015873016,0.047619048,0.015873016,0.095238095,0.031746032,0.238095238
deceptive,0,0,0.038461538,0.051282051,0,0,0.064102564,0,0.128205128,0.012820513,0.303797468
deceptive,0,0,0.012345679,0.061728395,0.012345679,0,0.049382716,0,0.086419753,0,0.197530864
deceptive,0,0.018867925,0.018867925,0.037735849,0.018867925,0,0.056603774,0,0.113207547,0,0.320754717
deceptive,0,0,0.022222222,0.022222222,0,0,0.044444444,0,0.044444444,0,0.266666667
deceptive,0,0,0.02739726,0.04109589,0.02739726,0,0.082191781,0,0.109589041,0,0.205479452
deceptive,0.016949153,0,0.025423729,0.033898305,0.025423729,0.008474576,0.033898305,0.008474576,0.093220339,0.008474576,0.20661157
deceptive,0,0,0.043103448,0.060344828,0.025862069,0,0.094827586,0,0.129310345,0,0.35042735
deceptive,0,0,0.02970297,0.02970297,0.01980198,0,0.069306931,0,0.118811881,0.00990099,0.34
deceptive,0.01119403,0.026119403,0.044776119,0.044776119,0.014925373,0.02238806,0.048507463,0.007462687,0.085820896,0.026119403,0.244525547
deceptive,0.02020202,0.01010101,0.04040404,0.04040404,0.04040404,0.02020202,0.04040404,0.01010101,0.080808081,0.03030303,0.245098039
deceptive,0,0,0.048192771,0.060240964,0.024096386,0,0.072289157,0,0.084337349,0,0.197674419
deceptive,0.008064516,0.008064516,0.032258065,0.048387097,0.024193548,0.008064516,0.064516129,0.008064516,0.080645161,0.008064516,0.217741936
deceptive,0,0,0.069767442,0.11627907,0,0,0.11627907,0,0.162790698,0,0.209302326
deceptive,0,0,0.034013605,0.040816327,0.013605442,0.006802721,0.054421769,0,0.115646259,0.006802721,0.210884354
deceptive,0,0,0,0.039215686,0,0,0.039215686,0,0.098039216,0,0.235294118
deceptive,0.005076142,0.005076142,0.040609137,0.045685279,0.030456853,0.015228426,0.050761421,0.005076142,0.060913706,0.010152284,0.205
deceptive,0.017857143,0,0.053571429,0.044642857,0.026785714,0,0.044642857,0,0.0625,0.017857143,0.276785714
deceptive,0,0,0,0.057142857,0,0,0.1,0,0.1,0,0.242857143
deceptive,0,0,0.029126214,0.019417476,0.009708738,0,0.048543689,0,0.067961165,0,0.223300971
deceptive,0.005128205,0,0.035897436,0.071794872,0.030769231,0,0.076923077,0.005128205,0.092307692,0.020512821,0.218274112
deceptive,0.00862069,0.00862069,0.025862069,0.034482759,0,0.00862069,0.017241379,0,0.068965517,0.00862069,0.24137931
deceptive,0.007194245,0.007194245,0.035971223,0.050359712,0.014388489,0.014388489,0.043165468,0.007194245,0.09352518,0.014388489,0.230215827
deceptive,0,0.003267974,0.026143791,0.035947712,0.016339869,0.013071895,0.045751634,0,0.075163399,0.013071895,0.188498403
deceptive,0.013333333,0.013333333,0.053333333,0.053333333,0.04,0.013333333,0.053333333,0.013333333,0.08,0.026666667,0.266666667
deceptive,0,0,0.039215686,0.039215686,0.019607843,0,0.058823529,0,0.137254902,0,0.230769231
deceptive,0,0,0.015503876,0.031007752,0.015503876,0,0.023255814,0.007751938,0.054263566,0.015503876,0.201550388
deceptive,0,0,0.0125,0.025,0.00625,0,0.01875,0,0.05,0,0.203703704
deceptive,0.01,0.01,0.04,0.04,0.01,0.01,0.03,0.01,0.07,0.01,0.18
deceptive,0,0,0.055335968,0.035573123,0.015810277,0,0.035573123,0,0.086956522,0.007905138,0.27131783
deceptive,0,0,0.043010753,0.032258065,0.021505376,0,0.032258065,0,0.048387097,0,0.224489796
deceptive,0,0,0,0.051282051,0.051282051,0,0.076923077,0,0.102564103,0,0.256410256
deceptive,0.005128205,0.005128205,0.030769231,0.020512821,0.005128205,0.01025641,0.066666667,0,0.097435897,0.015384615,0.212121212
deceptive,0,0.00877193,0.052631579,0.061403509,0.01754386,0,0.061403509,0,0.114035088,0.026315789,0.192982456
deceptive,0,0,0,0,0,0,0.012987013,0,0.051948052,0,0.194805195
deceptive,0.01369863,0,0.054794521,0.095890411,0.04109589,0,0.082191781,0,0.164383562,0,0.243243243
deceptive,0,0,0.007352941,0.036764706,0,0,0.029411765,0,0.058823529,0,0.213235294
deceptive,0,0,0.014492754,0.043478261,0.014492754,0,0.043478261,0,0.057971014,0,0.235294118
deceptive,0,0,0.012820513,0.051282051,0.051282051,0.012820513,0.076923077,0,0.153846154,0.012820513,0.294871795
deceptive,0.010752688,0,0.021505376,0.043010753,0.021505376,0,0.064516129,0,0.129032258,0.010752688,0.333333333
deceptive,0,0,0.016806723,0.033613445,0.008403361,0,0.025210084,0,0.067226891,0.008403361,0.181818182
deceptive,0,0.012345679,0.024691358,0.049382716,0,0,0.037037037,0,0.086419753,0.012345679,0.2875
deceptive,0,0,0,0.060606061,0,0,0.060606061,0,0.060606061,0,0.212121212
deceptive,0,0,0.016393443,0.032786885,0,0,0.016393443,0,0.049180328,0,0.260162602
deceptive,0,0,0.009708738,0.009708738,0.019417476,0,0.058252427,0,0.077669903,0,0.281553398
deceptive,0,0,0.037383178,0.046728972,0.009345794,0,0.037383178,0,0.112149533,0.018691589,0.240740741
deceptive,0,0,0.04109589,0.04109589,0,0,0.02739726,0,0.082191781,0,0.24
deceptive,0.011235955,0,0.04494382,0.078651685,0.033707865,0,0.08988764,0.011235955,0.123595506,0.011235955,0.244444444
deceptive,0.014705882,0.014705882,0.058823529,0.073529412,0.044117647,0.014705882,0.088235294,0,0.117647059,0.014705882,0.279411765
deceptive,0,0,0.037037037,0.018518519,0.009259259,0,0.027777778,0,0.055555556,0.018518519,0.145454546
deceptive,0,0,0.026315789,0.157894737,0.052631579,0,0.105263158,0,0.157894737,0,0.236842105
deceptive,0.010526316,0,0.010526316,0.031578947,0.021052632,0,0.031578947,0,0.063157895,0.010526316,0.242105263
deceptive,0.016949153,0,0.008474576,0.016949153,0.008474576,0,0.008474576,0,0.076271186,0.016949153,0.313559322
deceptive,0.008547009,0.008547009,0.085470085,0.051282051,0.025641026,0.017094017,0.042735043,0.008547009,0.085470085,0.017094017,0.228813559
deceptive,0,0,0.042372881,0.042372881,0.042372881,0.008474576,0.042372881,0,0.059322034,0.008474576,0.208333333
deceptive,0,0,0.039215686,0.009803922,0.039215686,0.009803922,0.049019608,0,0.039215686,0.019607843,0.221153846
deceptive,0,0,0.017241379,0.051724138,0,0,0.034482759,0,0.077586207,0,0.239316239
deceptive,0,0,0.027027027,0.013513514,0.027027027,0,0.027027027,0.013513514,0.054054054,0.013513514,0.223684211
deceptive,0,0.00990099,0.059405941,0.04950495,0.01980198,0,0.079207921,0,0.138613861,0.00990099,0.278846154
deceptive,0,0,0.020408163,0.040816327,0,0,0.030612245,0,0.071428571,0,0.252525253
deceptive,0.008130081,0.008130081,0.024390244,0.024390244,0,0.008130081,0.040650407,0,0.073170732,0.016260163,0.244094488
deceptive,0.008196721,0.008196721,0.032786885,0.032786885,0.008196721,0,0.024590164,0,0.057377049,0.040983607,0.158730159
deceptive,0,0,0.019230769,0.038461538,0.006410256,0,0.038461538,0,0.070512821,0.006410256,0.307692308
deceptive,0,0,0.019417476,0.067961165,0.029126214,0.009708738,0.067961165,0,0.145631068,0,0.291262136
deceptive,0.011363636,0.005681818,0.017045455,0.011363636,0.028409091,0.017045455,0.011363636,0.005681818,0.039772727,0.017045455,0.242937853
deceptive,0,0,0.016528926,0.016528926,0.016528926,0,0.016528926,0,0.041322314,0,0.23015873
deceptive,0,0.01369863,0,0.02739726,0,0,0.02739726,0,0.068493151,0.01369863,0.273972603
deceptive,0,0,0.055555556,0.037037037,0.037037037,0,0.074074074,0,0.12962963,0,0.222222222
deceptive,0.018691589,0,0.065420561,0.102803738,0.028037383,0,0.074766355,0,0.130841121,0.009345794,0.205607477
deceptive,0,0,0.008695652,0.026086957,0.017391304,0.008695652,0.034782609,0,0.069565217,0.026086957,0.273504274
deceptive,0.014492754,0,0.028985507,0.028985507,0,0.014492754,0.057971014,0,0.130434783,0.014492754,0.31884058
deceptive,0,0,0.056603774,0.075471698,0,0,0.075471698,0,0.075471698,0,0.226415094
deceptive,0,0.01010101,0.03030303,0.02020202,0.02020202,0,0.01010101,0,0.03030303,0.01010101,0.171717172
deceptive,0,0,0.056338028,0.056338028,0.014084507,0,0.070422535,0,0.14084507,0.014084507,0.394366197
deceptive,0.008264463,0.012396694,0.016528926,0.037190083,0.016528926,0.008264463,0.037190083,0,0.049586777,0.016528926,0.226720648
deceptive,0.010752688,0,0.043010753,0.064516129,0.021505376,0,0.053763441,0,0.11827957,0.010752688,0.340425532
deceptive,0,0,0.040816327,0.081632653,0,0,0.06122449,0,0.102040816,0.020408163,0.265306122
deceptive,0,0,0.030927835,0.020618557,0.010309278,0,0.020618557,0,0.041237113,0.010309278,0.244897959
deceptive,0.012820513,0.012820513,0.038461538,0.038461538,0.025641026,0.012820513,0.038461538,0,0.064102564,0.012820513,0.329113924
deceptive,0,0,0.021978022,0.065934066,0.010989011,0,0.043956044,0,0.098901099,0.010989011,0.208791209
deceptive,0.00952381,0.00952381,0.038095238,0.076190476,0.038095238,0.00952381,0.057142857,0.00952381,0.095238095,0,0.266666667
deceptive,0,0,0,0,0,0,0.033898305,0,0.06779661,0,0.305084746
deceptive,0.00862069,0,0.043103448,0.043103448,0.025862069,0.00862069,0.051724138,0,0.068965517,0.025862069,0.222222222
deceptive,0,0.00729927,0.04379562,0.03649635,0.02189781,0.00729927,0.03649635,0,0.065693431,0.01459854,0.231884058
deceptive,0,0,0.014423077,0.038461538,0.009615385,0,0.043269231,0,0.072115385,0.004807692,0.252380952
deceptive,0,0,0.037974684,0.050632911,0.012658228,0,0.037974684,0,0.088607595,0,0.253164557
deceptive,0,0,0.028571429,0.057142857,0.057142857,0,0.057142857,0,0.114285714,0,0.314285714
deceptive,0,0,0.036363636,0.054545455,0,0.018181818,0.054545455,0,0.072727273,0,0.24137931
deceptive,0,0,0.017751479,0.059171598,0.00591716,0,0.065088757,0,0.082840237,0,0.313609468
deceptive,0,0,0.05,0.075,0,0,0.075,0,0.15,0.025,0.25
deceptive,0,0,0.016949153,0.016949153,0.033898305,0.016949153,0.033898305,0,0.06779661,0.016949153,0.266666667
deceptive,0,0,0.021978022,0.032967033,0,0,0.032967033,0,0.065934066,0,0.266666667
deceptive,0.009803922,0.009803922,0.029411765,0.019607843,0.009803922,0.009803922,0.029411765,0.009803922,0.088235294,0.009803922,0.245098039
deceptive,0.00952381,0,0.038095238,0.047619048,0.019047619,0,0.019047619,0,0.085714286,0.00952381,0.245283019
deceptive,0.025316456,0.012658228,0.025316456,0.037974684,0.012658228,0.012658228,0.063291139,0.012658228,0.088607595,0.025316456,0.240963855
deceptive,0,0,0.044692737,0.078212291,0.039106145,0,0.078212291,0,0.111731844,0,0.214285714
deceptive,0.019230769,0.019230769,0,0.038461538,0,0.019230769,0.038461538,0.019230769,0.076923077,0.019230769,0.25
deceptive,0,0,0.034782609,0.026086957,0.026086957,0.008695652,0.034782609,0,0.113043478,0.008695652,0.25
deceptive,0,0,0.037037037,0.055555556,0.037037037,0,0.055555556,0,0.074074074,0,0.222222222
deceptive,0,0,0.058252427,0.097087379,0.029126214,0,0.106796117,0,0.13592233,0,0.228571429
deceptive,0.015503876,0,0.03875969,0.03875969,0.007751938,0,0.046511628,0,0.100775194,0.007751938,0.307692308
deceptive,0.02,0.02,0.08,0.1,0.06,0.02,0.12,0.02,0.14,0.02,0.2
deceptive,0,0,0.044117647,0.044117647,0,0,0.044117647,0,0.073529412,0,0.161764706
deceptive,0,0,0,0.03125,0.015625,0.015625,0.046875,0,0.0625,0.015625,0.153846154
deceptive,0,0,0.022727273,0.034090909,0.022727273,0,0.045454545,0,0.090909091,0,0.191011236
deceptive,0.010869565,0.010869565,0.043478261,0.054347826,0.010869565,0.010869565,0.043478261,0,0.065217391,0.032608696,0.239130435
deceptive,0,0.007246377,0.043478261,0.036231884,0.028985507,0,0.050724638,0,0.079710145,0.007246377,0.207142857
deceptive,0,0.003968254,0.043650794,0.063492063,0.011904762,0,0.051587302,0.007936508,0.099206349,0.011904762,0.223529412
deceptive,0,0,0.037037037,0.12962963,0.037037037,0,0.148148148,0,0.166666667,0,0.240740741
deceptive,0,0,0.020408163,0.040816327,0.020408163,0,0.020408163,0,0.102040816,0,0.326530612
deceptive,0.007142857,0.007142857,0.021428571,0.057142857,0.021428571,0.007142857,0.057142857,0.007142857,0.128571429,0.007142857,0.285714286
deceptive,0,0,0.035460993,0.021276596,0.021276596,0.007092199,0.007092199,0,0.042553191,0.021276596,0.215277778
deceptive,0.007575758,0.015151515,0.03030303,0.068181818,0.022727273,0.007575758,0.075757576,0.007575758,0.121212121,0.015151515,0.210526316
deceptive,0,0,0.02173913,0.02173913,0.007246377,0,0.057971014,0,0.065217391,0.014492754,0.269503546
deceptive,0,0.012987013,0.012987013,0.051948052,0.012987013,0.012987013,0.064935065,0,0.077922078,0.012987013,0.181818182
deceptive,0,0,0.048387097,0.032258065,0.016129032,0,0.032258065,0,0.064516129,0,0.1875
deceptive,0.010526316,0.021052632,0.042105263,0.021052632,0.010526316,0.021052632,0.031578947,0.010526316,0.031578947,0.021052632,0.268041237
deceptive,0,0,0.036363636,0.036363636,0,0,0.072727273,0,0.090909091,0,0.290909091
deceptive,0,0,0.012658228,0.050632911,0.012658228,0.012658228,0.050632911,0,0.113924051,0,0.275
deceptive,0,0,0.037974684,0.063291139,0.037974684,0,0.037974684,0,0.088607595,0,0.294871795
deceptive,0,0,0.043478261,0.014492754,0.028985507,0,0.028985507,0,0.101449275,0.014492754,0.275362319
deceptive,0,0,0.019047619,0.00952381,0.019047619,0,0.019047619,0,0.104761905,0,0.333333333
deceptive,0,0,0,0.015625,0,0,0,0,0.0625,0,0.285714286
deceptive,0,0,0.035714286,0.053571429,0.017857143,0,0.053571429,0,0.089285714,0,0.214285714
deceptive,0,0,0.02739726,0.01369863,0.020547945,0.01369863,0.020547945,0,0.061643836,0.04109589,0.255033557
deceptive,0,0,0.042372881,0.033898305,0.008474576,0,0.06779661,0.008474576,0.084745763,0,0.220338983
deceptive,0,0,0.025641026,0.051282051,0,0.025641026,0.051282051,0.025641026,0.128205128,0,0.230769231
deceptive,0,0,0.025477707,0.057324841,0.006369427,0,0.031847134,0.006369427,0.082802548,0.012738854,0.265432099
deceptive,0,0.014084507,0.014084507,0.028169014,0.014084507,0,0.014084507,0,0.169014085,0,0.305555556
deceptive,0,0,0.029411765,0.029411765,0.009803922,0,0.039215686,0,0.068627451,0,0.18627451
deceptive,0.00625,0,0.01875,0.06875,0.025,0.0125,0.04375,0,0.09375,0.00625,0.180722892
deceptive,0,0,0.041860465,0.041860465,0.009302326,0,0.027906977,0,0.069767442,0.004651163,0.208333333
deceptive,0,0.015267176,0.030534351,0.022900763,0.015267176,0.022900763,0.022900763,0,0.061068702,0.030534351,0.198473282
deceptive,0,0,0.090909091,0.102272727,0.045454545,0,0.102272727,0,0.136363636,0,0.215909091
deceptive,0,0,0.037383178,0.051401869,0,0,0.03271028,0,0.107476636,0.009345794,0.296296296
deceptive,0,0,0.027173913,0.038043478,0.02173913,0,0.032608696,0,0.059782609,0,0.215053763
deceptive,0,0,0.019230769,0.038461538,0,0,0.057692308,0,0.057692308,0,0.307692308
deceptive,0.00877193,0.01754386,0.061403509,0.078947368,0.026315789,0.01754386,0.096491228,0.00877193,0.122807018,0.01754386,0.219298246
deceptive,0.006849315,0.01369863,0.02739726,0.020547945,0.02739726,0.01369863,0.04109589,0.006849315,0.047945205,0.020547945,0.202702703
deceptive,0,0,0.027777778,0.041666667,0.041666667,0,0.041666667,0,0.097222222,0,0.267605634
deceptive,0,0.005494505,0.032967033,0.016483516,0.016483516,0.005494505,0.016483516,0,0.049450549,0.005494505,0.316939891
deceptive,0,0,0.075949367,0.101265823,0.050632911,0.012658228,0.088607595,0,0.113924051,0.012658228,0.222222222
deceptive,0.01754386,0.01754386,0.01754386,0.035087719,0.035087719,0.01754386,0.035087719,0.01754386,0.105263158,0.035087719,0.226415094
deceptive,0,0,0.022222222,0.037037037,0.014814815,0.014814815,0.051851852,0.014814815,0.044444444,0.022222222,0.283464567
deceptive,0,0,0.052173913,0.043478261,0.008695652,0,0.034782609,0,0.043478261,0.008695652,0.284482759
deceptive,0.012820513,0.012820513,0,0,0.012820513,0.012820513,0.012820513,0.012820513,0.064102564,0.012820513,0.2625
deceptive,0,0,0.1,0.085714286,0.042857143,0,0.114285714,0,0.114285714,0,0.225352113
deceptive,0,0,0.041322314,0.041322314,0.016528926,0,0.041322314,0,0.066115702,0.008264463,0.347107438
deceptive,0,0.006849315,0.020547945,0.02739726,0,0,0.04109589,0,0.068493151,0.006849315,0.25
deceptive,0.004716981,0.004716981,0.004716981,0.014150943,0.009433962,0.014150943,0.014150943,0.004716981,0.051886792,0.009433962,0.202830189
deceptive,0,0,0.011627907,0.034883721,0,0.011627907,0.034883721,0.011627907,0.058139535,0.011627907,0.287356322
deceptive,0.007092199,0,0,0.028368794,0.014184397,0,0.014184397,0,0.042553191,0.007092199,0.216783217
deceptive,0,0,0.035087719,0.070175439,0.035087719,0,0.070175439,0,0.087719298,0,0.263157895
deceptive,0,0,0.033333333,0.066666667,0.033333333,0,0.066666667,0,0.133333333,0,0.3
deceptive,0,0,0.056818182,0.051136364,0.034090909,0.017045455,0.079545455,0,0.125,0.011363636,0.238888889
deceptive,0,0,0.070707071,0.060606061,0.02020202,0,0.080808081,0,0.111111111,0,0.22
deceptive,0,0.007246377,0.028985507,0.007246377,0.007246377,0.007246377,0.02173913,0,0.043478261,0.014492754,0.311594203
deceptive,0.005586592,0.005586592,0.044692737,0.067039106,0.027932961,0.016759777,0.072625698,0.005586592,0.094972067,0.022346369,0.254143646
deceptive,0.005586592,0.005586592,0.011173184,0.027932961,0.005586592,0.005586592,0.016759777,0.005586592,0.083798883,0,0.268156425
deceptive,0,0,0.009090909,0.036363636,0.018181818,0,0.063636364,0,0.081818182,0,0.216216216
deceptive,0.046511628,0.023255814,0.069767442,0.069767442,0.046511628,0.023255814,0.093023256,0.023255814,0.11627907,0.046511628,0.209302326
deceptive,0,0,0.032258065,0.032258065,0.032258065,0.010752688,0.053763441,0,0.096774194,0.010752688,0.231578947
deceptive,0,0,0.013888889,0.027777778,0.013888889,0,0.027777778,0,0.055555556,0,0.366197183
deceptive,0,0,0.022900763,0.053435115,0.022900763,0.015267176,0.061068702,0,0.099236641,0.030534351,0.251908397
deceptive,0,0,0.019047619,0.00952381,0,0.00952381,0.00952381,0,0.038095238,0,0.228571429
deceptive,0,0,0.058139535,0.046511628,0.01744186,0,0.052325581,0,0.075581395,0.005813953,0.284883721
deceptive,0.012048193,0.012048193,0.042168675,0.048192771,0.024096386,0.012048193,0.030120482,0.006024096,0.060240964,0.048192771,0.220238095
deceptive,0,0,0.026086957,0.043478261,0,0,0.034782609,0,0.060869565,0.008695652,0.25862069
deceptive,0.010869565,0,0.043478261,0.054347826,0.010869565,0.010869565,0.043478261,0.010869565,0.043478261,0.02173913,0.25
deceptive,0,0,0.033333333,0.133333333,0,0,0.2,0,0.266666667,0,0.266666667
deceptive,0.007462687,0.003731343,0.026119403,0.02238806,0.026119403,0.018656716,0.026119403,0.007462687,0.052238806,0.007462687,0.208955224
deceptive,0.008849558,0.008849558,0.044247788,0.044247788,0.03539823,0.008849558,0.07079646,0.008849558,0.088495575,0.017699115,0.274336283
deceptive,0,0,0.024096386,0.036144578,0.036144578,0,0.024096386,0,0.048192771,0,0.265060241
deceptive,0,0,0.03030303,0.03030303,0,0,0.060606061,0,0.060606061,0.03030303,0.208955224
deceptive,0,0,0.024390244,0.040650407,0.008130081,0.016260163,0.024390244,0,0.06504065,0.016260163,0.274193548
deceptive,0,0,0.02173913,0.032608696,0,0,0.032608696,0.010869565,0.108695652,0.02173913,0.301075269
deceptive,0,0.0125,0.01875,0.05,0.00625,0,0.0375,0.00625,0.075,0.04375,0.245283019
deceptive,0,0,0.012820513,0.021367521,0.004273504,0.004273504,0.017094017,0,0.051282051,0.008547009,0.241666667
deceptive,0.008849558,0.017699115,0.026548673,0.03539823,0.017699115,0.017699115,0.044247788,0.008849558,0.053097345,0.017699115,0.184210526
deceptive,0,0.007518797,0.052631579,0.052631579,0.022556391,0.007518797,0.067669173,0,0.097744361,0.007518797,0.270676692
deceptive,0,0.018181818,0.090909091,0.109090909,0.036363636,0.018181818,0.090909091,0,0.145454545,0.036363636,0.267857143
deceptive,0.005813953,0.005813953,0.046511628,0.046511628,0.029069767,0,0.046511628,0,0.093023256,0,0.25
deceptive,0,0,0,0.0625,0.0625,0,0.0625,0,0.09375,0,0.242424242
deceptive,0.006369427,0.006369427,0.044585987,0.044585987,0.025477707,0.006369427,0.050955414,0.006369427,0.089171975,0.012738854,0.26875
deceptive,0,0.007490637,0.033707865,0.052434457,0.02247191,0,0.04494382,0,0.123595506,0.003745318,0.286245353
deceptive,0,0,0,0.046511628,0,0,0.069767442,0,0.11627907,0,0.209302326
deceptive,0,0,0.046153846,0.061538462,0.015384615,0,0.076923077,0,0.076923077,0,0.323076923
deceptive,0,0,0.053571429,0.071428571,0.017857143,0,0.107142857,0,0.125,0,0.25
deceptive,0,0,0.044776119,0.029850746,0,0,0.059701493,0,0.074626866,0,0.338235294
deceptive,0,0.007575758,0.007575758,0.03030303,0.007575758,0.007575758,0.022727273,0.022727273,0.053030303,0.03030303,0.318181818
deceptive,0.00862069,0,0.00862069,0.051724138,0,0,0.025862069,0,0.086206897,0.00862069,0.235294118
deceptive,0,0.005076142,0.010152284,0.025380711,0.010152284,0.005076142,0.045685279,0.005076142,0.096446701,0.010152284,0.262626263
deceptive,0,0,0.008264463,0.016528926,0,0,0.049586777,0,0.090909091,0,0.278688525
deceptive,0.019607843,0,0.049019608,0.058823529,0.029411765,0,0.049019608,0,0.088235294,0,0.233009709
deceptive,0,0.020618557,0.041237113,0.010309278,0.020618557,0.020618557,0.06185567,0,0.082474227,0.010309278,0.237113402
deceptive,0.004504505,0.004504505,0.027027027,0.027027027,0.018018018,0.004504505,0.027027027,0.004504505,0.058558559,0.004504505,0.205357143
deceptive,0,0.018518519,0.074074074,0,0.018518519,0,0.018518519,0,0.018518519,0,0.178571429
deceptive,0.00877193,0.00877193,0.043859649,0.043859649,0.026315789,0.01754386,0.070175439,0.00877193,0.087719298,0.00877193,0.245614035
deceptive,0,0,0.027210884,0.088435374,0.013605442,0,0.047619048,0.006802721,0.115646259,0.006802721,0.258503401
deceptive,0,0,0.073529412,0.058823529,0.044117647,0,0.073529412,0,0.088235294,0,0.358208955
deceptive,0,0,0,0,0,0,0,0,0,0,0.363636364
deceptive,0,0,0.045454545,0.090909091,0.015151515,0,0.090909091,0,0.151515152,0,0.194029851
deceptive,0,0,0,0.090909091,0.03030303,0,0.090909091,0,0.151515152,0,0.181818182
deceptive,0,0,0.08,0.1,0.02,0,0.04,0,0.12,0,0.24
deceptive,0,0.011627907,0.023255814,0.029069767,0.023255814,0.005813953,0.034883721,0,0.058139535,0.005813953,0.255813954
deceptive,0,0,0.043478261,0.043478261,0.017391304,0,0.034782609,0,0.069565217,0.008695652,0.201754386
deceptive,0,0,0.035087719,0.01754386,0,0,0.052631579,0,0.096491228,0.00877193,0.288135593
deceptive,0,0,0.057142857,0.078571429,0.007142857,0,0.071428571,0,0.107142857,0.007142857,0.258741259
deceptive,0,0,0.055555556,0.055555556,0.044444444,0.011111111,0.066666667,0,0.066666667,0.011111111,0.366666667
deceptive,0,0,0.034843206,0.020905923,0.010452962,0.006968641,0.027874564,0.003484321,0.052264808,0.013937282,0.229965157
deceptive,0,0,0.012048193,0,0,0,0.024096386,0,0.024096386,0,0.831325301
deceptive,0,0,0.071428571,0.119047619,0.047619048,0,0.119047619,0,0.19047619,0.023809524,0.30952381
deceptive,0.006711409,0.006711409,0.026845638,0.033557047,0.026845638,0.006711409,0.046979866,0.006711409,0.067114094,0.006711409,0.217105263
deceptive,0,0,0.023529412,0.035294118,0.005882353,0.005882353,0.017647059,0,0.041176471,0.017647059,0.224137931
deceptive,0,0,0.016949153,0.025423729,0,0,0.033898305,0,0.084745763,0.008474576,0.277310924
deceptive,0,0,0.024390244,0.06097561,0,0,0.048780488,0,0.073170732,0,0.256097561
deceptive,0.007633588,0.007633588,0.038167939,0.061068702,0.038167939,0.038167939,0.045801527,0,0.083969466,0.038167939,0.267175573
deceptive,0,0,0.023529412,0.023529412,0.023529412,0,0.035294118,0,0.070588235,0.011764706,0.279069767
deceptive,0,0.009615385,0.028846154,0.057692308,0.019230769,0.009615385,0.067307692,0,0.125,0.028846154,0.326923077
