Decision,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,positive,negative
truthful,0,0,0.035714286,0.021428571,0,0.007142857,0.028571429,0,0.05,0.007142857
truthful,0,0,0.015873016,0.007936508,0.007936508,0,0.03968254,0,0.071428571,0.015873016
truthful,0.007490637,0.003745318,0.014981273,0.026217228,0.014981273,0.014981273,0.037453184,0.003745318,0.071161049,0.007490637
truthful,0,0.018181818,0.036363636,0.036363636,0,0.018181818,0.018181818,0,0.072727273,0.018181818
truthful,0.005376344,0.005376344,0.010752688,0.010752688,0.005376344,0.005376344,0.016129032,0.005376344,0.043010753,0.016129032
truthful,0,0.012048193,0.036144578,0.060240964,0.018072289,0.018072289,0.060240964,0,0.090361446,0.006024096
truthful,0,0,0.025974026,0.012987013,0,0,0.025974026,0,0.038961039,0
truthful,0,0,0.037037037,0.027777778,0.009259259,0,0.027777778,0,0.046296296,0.009259259
truthful,0.019230769,0.038461538,0.038461538,0.076923077,0.038461538,0.019230769,0.019230769,0.038461538,0.057692308,0.038461538
truthful,0.007092199,0.014184397,0.04964539,0.070921986,0.007092199,0.021276596,0.042553191,0,0.113475177,0.021276596
truthful,0,0,0.016528926,0.024793388,0.008264463,0.008264463,0.024793388,0,0.024793388,0.008264463
truthful,0.006802721,0.013605442,0.006802721,0.013605442,0.013605442,0.020408163,0.013605442,0.006802721,0.020408163,0.027210884
truthful,0,0,0.02189781,0.04379562,0.01459854,0,0.04379562,0,0.04379562,0.00729927
truthful,0,0,0.018867925,0.009433962,0,0,0.009433962,0,0.018867925,0
truthful,0.004694836,0,0.004694836,0.018779343,0.014084507,0,0.03286385,0.004694836,0.042253521,0.004694836
truthful,0.007633588,0.007633588,0.045801527,0.038167939,0.022900763,0,0.030534351,0,0.083969466,0.022900763
truthful,0,0,0.016666667,0.033333333,0,0,0.016666667,0,0.05,0
truthful,0.008403361,0.008403361,0.016806723,0.016806723,0.008403361,0.008403361,0.016806723,0,0.042016807,0.008403361
truthful,0.016666667,0,0,0.05,0,0,0.033333333,0,0.066666667,0.016666667
truthful,0.008130081,0.008130081,0.024390244,0.048780488,0.008130081,0.016260163,0.040650407,0.008130081,0.073170732,0.008130081
truthful,0.014285714,0.014285714,0.028571429,0.042857143,0.007142857,0,0.021428571,0,0.05,0.021428571
truthful,0,0,0.027027027,0.054054054,0.027027027,0,0.027027027,0.027027027,0.054054054,0
truthful,0.013333333,0,0.053333333,0.026666667,0.026666667,0,0.026666667,0,0.053333333,0.013333333
truthful,0,0,0.075757576,0.045454545,0,0,0.045454545,0,0.045454545,0
truthful,0,0,0,0.075757576,0.015151515,0,0.015151515,0,0.090909091,0
truthful,0,0.007462687,0.014925373,0.037313433,0.014925373,0.007462687,0.02238806,0,0.052238806,0.014925373
truthful,0,0,0.024390244,0.018292683,0,0,0.024390244,0,0.042682927,0.006097561
truthful,0.005291005,0.010582011,0.015873016,0.031746032,0.010582011,0.010582011,0.031746032,0.005291005,0.037037037,0.010582011
truthful,0,0,0.024390244,0.024390244,0.024390244,0,0.024390244,0,0.073170732,0
truthful,0,0,0.044444444,0.066666667,0.022222222,0,0.044444444,0,0.066666667,0
truthful,0,0.002915452,0.020408163,0.037900875,0.011661808,0.002915452,0.029154519,0.002915452,0.078717201,0.002915452
truthful,0,0,0.016666667,0.016666667,0.008333333,0,0.025,0,0.066666667,0
truthful,0,0.005464481,0.021857923,0.027322404,0.016393443,0.010928962,0.049180328,0,0.06557377,0.005464481
truthful,0,0,0.073684211,0.063157895,0.021052632,0,0.031578947,0,0.094736842,0
truthful,0.005494505,0.005494505,0.049450549,0.06043956,0.049450549,0.005494505,0.043956044,0.005494505,0.049450549,0.027472527
truthful,0,0,0.032258065,0.064516129,0.032258065,0,0.080645161,0,0.096774194,0
truthful,0.013333333,0,0.026666667,0.013333333,0,0,0.053333333,0,0.066666667,0.026666667
truthful,0.007246377,0.007246377,0.014492754,0.02173913,0,0.014492754,0.02173913,0,0.072463768,0.014492754
truthful,0.004545455,0.009090909,0.040909091,0.05,0.027272727,0.004545455,0.045454545,0,0.072727273,0.018181818
truthful,0,0.010869565,0.043478261,0.054347826,0.032608696,0,0.054347826,0,0.097826087,0
truthful,0,0,0.022988506,0.045977011,0.022988506,0,0.022988506,0,0.045977011,0.011494253
truthful,0,0,0.015873016,0.031746032,0.015873016,0.015873016,0.063492063,0,0.079365079,0
truthful,0,0,0.010309278,0,0,0.010309278,0.010309278,0,0.010309278,0.020618557
truthful,0.02247191,0.02247191,0.011235955,0.02247191,0.02247191,0.02247191,0.04494382,0.011235955,0.04494382,0.04494382
truthful,0.027027027,0,0.054054054,0.054054054,0,0.027027027,0.054054054,0,0.081081081,0
truthful,0.007142857,0,0.035714286,0.028571429,0.014285714,0.014285714,0.035714286,0,0.042857143,0.014285714
truthful,0,0,0,0.006666667,0,0,0.02,0,0.026666667,0
truthful,0.016260163,0.008130081,0,0,0.024390244,0,0.008130081,0,0.008130081,0.024390244
truthful,0.009090909,0,0.018181818,0.045454545,0.027272727,0.009090909,0.036363636,0,0.063636364,0.018181818
truthful,0.017241379,0,0.017241379,0.043103448,0.017241379,0.00862069,0.025862069,0.00862069,0.112068966,0.017241379
truthful,0,0,0,0.03125,0,0,0.03125,0,0.0625,0
truthful,0,0,0.009615385,0.028846154,0,0.009615385,0.028846154,0.009615385,0.048076923,0.009615385
truthful,0,0.009009009,0.027027027,0.009009009,0.009009009,0,0.009009009,0,0.027027027,0.018018018
truthful,0,0,0,0,0,0,0.046511628,0,0.069767442,0
truthful,0,0,0.016393443,0.049180328,0.016393443,0,0.049180328,0,0.081967213,0
truthful,0,0.01754386,0.040935673,0.029239766,0.01754386,0,0.035087719,0,0.081871345,0.005847953
truthful,0.013333333,0.013333333,0.053333333,0.093333333,0.04,0.053333333,0.08,0.013333333,0.146666667,0.026666667
truthful,0,0,0.0375,0.05,0.0125,0,0.025,0,0.0625,0
truthful,0,0,0.031746032,0.031746032,0,0,0.015873016,0,0.031746032,0
truthful,0,0,0.030612245,0.030612245,0.020408163,0,0.030612245,0,0.040816327,0
truthful,0.007633588,0,0.007633588,0,0,0,0.007633588,0,0.038167939,0.007633588
truthful,0,0,0.020134228,0.040268456,0.006711409,0,0.033557047,0,0.060402685,0
truthful,0,0.015151515,0.045454545,0.045454545,0.045454545,0,0.045454545,0,0.060606061,0
truthful,0,0,0.050632911,0.088607595,0,0,0.063291139,0,0.151898734,0
truthful,0,0,0.016129032,0.016129032,0.008064516,0.008064516,0.024193548,0,0.040322581,0.016129032
truthful,0,0,0.029411765,0.029411765,0.005882353,0.017647059,0.029411765,0,0.052941176,0.005882353
truthful,0.015384615,0.01025641,0.035897436,0.035897436,0.015384615,0.025641026,0.035897436,0.01025641,0.066666667,0.025641026
truthful,0.01242236,0.00621118,0.031055901,0.037267081,0.02484472,0.01863354,0.031055901,0,0.068322981,0.02484472
truthful,0,0,0.046728972,0.056074766,0.018691589,0.009345794,0.037383178,0,0.065420561,0
truthful,0,0,0.010204082,0.020408163,0,0.020408163,0.010204082,0,0.071428571,0
truthful,0,0,0,0.078947368,0.026315789,0,0.052631579,0,0.078947368,0
truthful,0.013605442,0.006802721,0.027210884,0.013605442,0.006802721,0.006802721,0.006802721,0.006802721,0.034013605,0.040816327
truthful,0,0,0.03030303,0.045454545,0,0,0.075757576,0,0.075757576,0.015151515
truthful,0.006993007,0.006993007,0.013986014,0.020979021,0.006993007,0.006993007,0.020979021,0.006993007,0.055944056,0.006993007
truthful,0,0,0.042253521,0.056338028,0.028169014,0,0.098591549,0,0.14084507,0
truthful,0.009433962,0.009433962,0.009433962,0.009433962,0,0,0.009433962,0,0.037735849,0.009433962
truthful,0,0.010309278,0.010309278,0.010309278,0,0.010309278,0.010309278,0,0.051546392,0.020618557
truthful,0,0,0,0.083333333,0.020833333,0,0.0625,0,0.083333333,0
truthful,0.004016064,0.004016064,0.020080321,0.02811245,0.012048193,0.012048193,0.02811245,0,0.032128514,0.012048193
truthful,0.011450382,0.003816794,0.038167939,0.049618321,0.030534351,0.015267176,0.034351145,0.007633588,0.057251908,0.015267176
truthful,0,0,0.046296296,0.027777778,0.009259259,0.027777778,0.018518519,0,0.055555556,0.018518519
truthful,0.009803922,0,0.029411765,0.058823529,0.009803922,0.009803922,0.049019608,0,0.068627451,0.009803922
truthful,0,0.010416667,0.03125,0.03125,0.03125,0.020833333,0.03125,0,0.052083333,0.020833333
truthful,0,0,0.032258065,0.032258065,0.016129032,0,0.032258065,0,0.032258065,0
truthful,0,0,0.052631579,0.052631579,0.026315789,0,0,0,0.078947368,0
truthful,0,0.006451613,0,0.012903226,0.006451613,0.012903226,0.012903226,0,0.04516129,0.019354839
truthful,0.00952381,0,0.028571429,0.052380952,0.019047619,0.00952381,0.038095238,0,0.066666667,0.023809524
truthful,0,0.006896552,0.034482759,0.048275862,0.006896552,0.006896552,0.055172414,0,0.082758621,0
truthful,0,0,0.019354839,0.012903226,0.012903226,0.006451613,0.019354839,0,0.051612903,0.032258065
truthful,0,0,0,0,0,0,0,0.011111111,0,0.011111111
truthful,0,0,0.005555556,0.016666667,0.005555556,0,0.016666667,0,0.027777778,0.005555556
truthful,0,0,0.025974026,0.019480519,0.012987013,0.006493506,0.025974026,0,0.032467532,0.006493506
truthful,0.00952381,0,0.028571429,0.023809524,0.00952381,0.014285714,0.028571429,0.004761905,0.057142857,0.00952381
truthful,0.01010101,0.01010101,0.03030303,0.03030303,0.02020202,0.01010101,0.03030303,0,0.050505051,0.02020202
truthful,0,0,0.025641026,0.051282051,0.012820513,0,0.051282051,0,0.076923077,0
truthful,0,0,0,0.016666667,0.033333333,0,0.033333333,0,0.05,0
truthful,0,0,0.014705882,0.029411765,0,0,0.029411765,0,0.058823529,0
truthful,0.005780347,0.005780347,0.034682081,0.034682081,0.01734104,0.005780347,0.023121387,0,0.069364162,0.011560694
truthful,0.015151515,0.015151515,0.075757576,0.075757576,0.045454545,0.045454545,0.106060606,0,0.151515152,0.03030303
truthful,0,0,0.021978022,0.032967033,0,0,0.054945055,0,0.098901099,0.010989011
truthful,0,0,0.020408163,0.040816327,0.040816327,0,0.040816327,0,0.06122449,0
truthful,0,0,0.018018018,0.045045045,0.018018018,0,0.045045045,0,0.09009009,0
truthful,0,0,0.02238806,0.029850746,0.014925373,0.014925373,0.02238806,0,0.052238806,0.02238806
truthful,0,0,0.011764706,0.023529412,0,0.011764706,0.011764706,0.011764706,0.047058824,0.011764706
truthful,0,0,0.029239766,0.029239766,0.01754386,0,0.035087719,0,0.081871345,0
truthful,0,0,0.048780488,0.097560976,0.048780488,0.024390244,0.073170732,0,0.073170732,0
truthful,0,0,0.010869565,0.02173913,0.010869565,0,0.032608696,0,0.065217391,0.010869565
truthful,0.005747126,0.011494253,0.017241379,0.034482759,0,0.011494253,0.034482759,0.005747126,0.051724138,0.028735632
truthful,0.008928571,0,0.017857143,0.017857143,0.017857143,0.017857143,0.026785714,0.008928571,0.035714286,0.026785714
truthful,0,0,0.016129032,0.032258065,0,0,0.032258065,0,0.064516129,0.016129032
truthful,0,0,0.016666667,0.033333333,0,0,0.033333333,0.008333333,0.066666667,0.016666667
truthful,0,0,0.025210084,0.016806723,0.008403361,0.008403361,0.025210084,0,0.042016807,0.008403361
truthful,0,0,0.019417476,0.009708738,0.009708738,0.009708738,0.029126214,0,0.048543689,0.009708738
truthful,0.014388489,0,0.021582734,0.035971223,0.021582734,0.007194245,0.035971223,0.007194245,0.064748201,0.014388489
truthful,0,0,0.019230769,0.048076923,0,0,0.038461538,0,0.086538462,0
truthful,0,0,0.017857143,0.035714286,0.035714286,0.008928571,0.053571429,0,0.080357143,0
truthful,0,0,0.012345679,0,0,0.012345679,0,0,0.024691358,0.012345679
truthful,0.008,0,0,0.032,0.008,0,0.04,0,0.056,0.032
truthful,0,0,0,0.013888889,0.013888889,0,0.013888889,0,0.027777778,0
truthful,0.011450382,0.003816794,0.022900763,0.019083969,0.011450382,0.007633588,0.019083969,0,0.049618321,0.015267176
deceptive,0.005405405,0,0.043243243,0.048648649,0.021621622,0,0.043243243,0,0.081081081,0.016216216
deceptive,0,0,0.024590164,0.049180328,0.024590164,0,0.040983607,0,0.090163934,0
deceptive,0,0,0.018099548,0.009049774,0.009049774,0.018099548,0.013574661,0,0.027149321,0.004524887
deceptive,0.005780347,0.005780347,0.031791908,0.037572254,0.011560694,0.014450867,0.040462428,0.005780347,0.060693642,0.028901734
deceptive,0,0,0.05,0.0625,0.04375,0,0.075,0,0.1,0
deceptive,0.002890173,0.005780347,0.034682081,0.034682081,0.011560694,0.005780347,0.049132948,0.002890173,0.075144509,0.011560694
deceptive,0.005586592,0,0.022346369,0.033519553,0.016759777,0,0.027932961,0,0.067039106,0.005586592
deceptive,0,0,0.01010101,0.04040404,0,0.01010101,0.02020202,0,0.050505051,0.01010101
deceptive,0,0,0.017699115,0.026548673,0.008849558,0,0.03539823,0,0.053097345,0.008849558
deceptive,0.018518519,0.009259259,0.037037037,0.037037037,0.018518519,0.018518519,0.027777778,0.018518519,0.064814815,0.018518519
deceptive,0,0,0,0.04,0.02,0.02,0.04,0,0.06,0
deceptive,0,0,0.020689655,0.013793103,0.006896552,0,0.027586207,0,0.048275862,0
deceptive,0,0.010526316,0.063157895,0.031578947,0.010526316,0.010526316,0.042105263,0,0.073684211,0.010526316
deceptive,0,0.013157895,0,0.026315789,0.039473684,0.026315789,0.065789474,0,0.118421053,0.026315789
deceptive,0,0,0.049180328,0.06557377,0.032786885,0,0.049180328,0,0.06557377,0.016393443
deceptive,0,0,0.027027027,0.018018018,0.009009009,0,0.018018018,0,0.036036036,0
deceptive,0,0,0.035460993,0.028368794,0,0,0.028368794,0,0.042553191,0.007092199
deceptive,0,0,0.007058824,0.021176471,0.002352941,0,0.032941176,0,0.051764706,0
deceptive,0,0.008474576,0,0.025423729,0.008474576,0.008474576,0.050847458,0,0.093220339,0
deceptive,0,0,0.007936508,0.03968254,0.031746032,0.007936508,0.031746032,0,0.03968254,0.007936508
deceptive,0,0,0.017391304,0.017391304,0,0,0.017391304,0,0.026086957,0
deceptive,0,0,0.011111111,0,0,0,0.011111111,0,0.011111111,0
deceptive,0,0,0.020833333,0.041666667,0.020833333,0,0.020833333,0,0.0625,0
deceptive,0.016949153,0.016949153,0.050847458,0.06779661,0.016949153,0.016949153,0.06779661,0.016949153,0.06779661,0.016949153
deceptive,0,0,0.009009009,0.009009009,0,0,0.027027027,0,0.081081081,0
deceptive,0,0,0.012345679,0.037037037,0,0.012345679,0.037037037,0,0.086419753,0
deceptive,0,0,0,0.031007752,0,0,0.015503876,0,0.062015504,0
deceptive,0,0,0.034965035,0.062937063,0.006993007,0,0.062937063,0,0.062937063,0
deceptive,0.019354839,0.006451613,0.032258065,0.058064516,0.012903226,0.006451613,0.04516129,0.006451613,0.090322581,0.006451613
deceptive,0.009090909,0,0.027272727,0.036363636,0.036363636,0.009090909,0.036363636,0,0.063636364,0.018181818
deceptive,0,0,0,0.041666667,0,0,0.041666667,0,0.083333333,0
deceptive,0.010989011,0,0.032967033,0.065934066,0.021978022,0.010989011,0.054945055,0.010989011,0.076923077,0.010989011
deceptive,0,0,0.03125,0.015625,0,0,0.03125,0.015625,0.03125,0.015625
deceptive,0,0,0,0,0,0,0,0,0.026315789,0
deceptive,0,0,0,0.015873016,0,0,0.015873016,0,0.047619048,0
deceptive,0,0,0.02,0.04,0,0,0.08,0,0.1,0
deceptive,0,0,0.031914894,0.053191489,0.010638298,0,0.042553191,0,0.053191489,0
deceptive,0,0.01754386,0.052631579,0.043859649,0.043859649,0.00877193,0.043859649,0,0.061403509,0.00877193
deceptive,0,0,0.024390244,0.048780488,0,0,0.036585366,0,0.06097561,0.012195122
deceptive,0,0,0,0,0,0.015625,0.03125,0,0.03125,0
deceptive,0.020833333,0.015625,0.020833333,0.026041667,0.015625,0.026041667,0.03125,0.026041667,0.057291667,0.026041667
deceptive,0.012048193,0,0.048192771,0.036144578,0.024096386,0,0.060240964,0.012048193,0.096385542,0.024096386
deceptive,0,0.005952381,0.011904762,0.011904762,0.017857143,0,0.017857143,0,0.06547619,0.011904762
deceptive,0,0,0.031746032,0.03968254,0.023809524,0,0.031746032,0,0.055555556,0
deceptive,0.004273504,0.004273504,0.021367521,0.021367521,0.008547009,0.008547009,0.017094017,0,0.051282051,0.021367521
deceptive,0,0,0.058823529,0.058823529,0.009803922,0,0.058823529,0,0.088235294,0
deceptive,0.012345679,0.024691358,0.037037037,0.037037037,0.012345679,0.024691358,0.037037037,0.012345679,0.074074074,0.049382716
deceptive,0,0,0.022727273,0,0,0,0.022727273,0,0.045454545,0
deceptive,0.005154639,0.005154639,0.030927835,0.025773196,0.010309278,0,0.036082474,0,0.092783505,0.010309278
deceptive,0,0,0,0.04,0.04,0,0.08,0,0.12,0
deceptive,0,0,0.05952381,0.071428571,0.011904762,0,0.071428571,0,0.083333333,0
deceptive,0,0,0,0.027777778,0,0,0.041666667,0,0.083333333,0.013888889
deceptive,0,0,0.032786885,0.032786885,0.040983607,0.016393443,0.032786885,0,0.032786885,0.024590164
deceptive,0,0.004016064,0.020080321,0.012048193,0.012048193,0.004016064,0.024096386,0.004016064,0.052208835,0.008032129
deceptive,0,0,0.019417476,0.029126214,0.009708738,0,0.019417476,0,0.048543689,0
deceptive,0,0.011904762,0.041666667,0.029761905,0.029761905,0.011904762,0.029761905,0,0.041666667,0.005952381
deceptive,0,0,0.031746032,0.031746032,0.015873016,0,0.015873016,0,0.063492063,0
deceptive,0,0,0,0.038461538,0,0,0.025641026,0,0.051282051,0.012820513
deceptive,0,0,0.012345679,0.049382716,0.012345679,0,0.037037037,0,0.049382716,0
deceptive,0,0,0,0.018867925,0,0,0.018867925,0,0.075471698,0
deceptive,0,0,0,0,0,0,0.022222222,0,0.022222222,0
deceptive,0,0,0.02739726,0.04109589,0.04109589,0,0.082191781,0,0.109589041,0
deceptive,0.016949153,0,0.025423729,0.025423729,0.025423729,0.008474576,0.042372881,0.008474576,0.093220339,0.008474576
deceptive,0,0,0.043103448,0.051724138,0.017241379,0,0.086206897,0,0.103448276,0
deceptive,0,0,0.01980198,0.01980198,0.01980198,0,0.059405941,0,0.099009901,0
deceptive,0,0.014925373,0.041044776,0.037313433,0.007462687,0.018656716,0.037313433,0,0.067164179,0.02238806
deceptive,0.01010101,0,0.02020202,0.03030303,0.03030303,0.01010101,0.03030303,0,0.070707071,0.02020202
deceptive,0,0,0.036144578,0.048192771,0.012048193,0,0.060240964,0,0.072289157,0
deceptive,0,0,0.008064516,0.024193548,0.016129032,0,0.040322581,0,0.056451613,0
deceptive,0,0,0.046511628,0.11627907,0,0,0.11627907,0,0.162790698,0
deceptive,0,0,0.027210884,0.034013605,0.006802721,0.006802721,0.047619048,0,0.102040816,0.006802721
deceptive,0,0,0,0.039215686,0,0,0.019607843,0,0.058823529,0
deceptive,0.005076142,0,0.025380711,0.035532995,0.020304569,0.015228426,0.040609137,0.005076142,0.055837563,0.010152284
deceptive,0.017857143,0,0.044642857,0.035714286,0.026785714,0,0.044642857,0,0.0625,0.017857143
deceptive,0,0,0,0.057142857,0,0,0.1,0,0.1,0
deceptive,0,0,0.019417476,0.009708738,0.009708738,0,0.019417476,0,0.048543689,0
deceptive,0,0,0.035897436,0.066666667,0.030769231,0,0.076923077,0,0.087179487,0.015384615
deceptive,0.00862069,0.00862069,0.017241379,0.00862069,0,0.00862069,0.017241379,0,0.051724138,0.00862069
deceptive,0.007194245,0,0.035971223,0.035971223,0.014388489,0.007194245,0.035971223,0.007194245,0.079136691,0.007194245
deceptive,0,0.003267974,0.022875817,0.026143791,0.013071895,0.013071895,0.039215686,0,0.058823529,0.013071895
deceptive,0.013333333,0.013333333,0.04,0.053333333,0.04,0.013333333,0.04,0.013333333,0.08,0.026666667
deceptive,0,0,0.039215686,0.039215686,0.019607843,0,0.058823529,0,0.117647059,0
deceptive,0,0,0.015503876,0.031007752,0.015503876,0.007751938,0.023255814,0.007751938,0.03875969,0.015503876
deceptive,0,0,0.0125,0.025,0.00625,0,0.01875,0,0.04375,0
deceptive,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.06,0.01
deceptive,0,0.003952569,0.04743083,0.031620553,0.011857708,0.003952569,0.035573123,0,0.067193676,0.011857708
deceptive,0,0,0.032258065,0.021505376,0.005376344,0,0.021505376,0,0.037634409,0
deceptive,0,0,0,0.051282051,0.051282051,0,0.051282051,0,0.076923077,0
deceptive,0.005128205,0,0.030769231,0.025641026,0.005128205,0.005128205,0.056410256,0,0.087179487,0.01025641
deceptive,0,0.00877193,0.052631579,0.052631579,0,0,0.052631579,0,0.096491228,0.026315789
deceptive,0,0,0,0.012987013,0,0,0.025974026,0,0.064935065,0
deceptive,0.01369863,0,0.054794521,0.082191781,0.04109589,0,0.068493151,0,0.136986301,0
deceptive,0,0,0.007352941,0.022058824,0,0,0.022058824,0,0.051470588,0
deceptive,0,0,0.014492754,0.043478261,0.014492754,0,0.043478261,0,0.057971014,0
deceptive,0,0,0,0.038461538,0.025641026,0,0.064102564,0,0.115384615,0
deceptive,0.010752688,0,0.021505376,0.032258065,0.021505376,0,0.043010753,0,0.075268817,0.010752688
deceptive,0,0,0.008403361,0.025210084,0,0,0.016806723,0,0.050420168,0
deceptive,0,0.012345679,0.024691358,0.049382716,0,0,0.037037037,0,0.074074074,0.012345679
deceptive,0,0,0,0.060606061,0,0,0.060606061,0,0.060606061,0
deceptive,0,0,0.008196721,0.024590164,0,0,0.008196721,0,0.040983607,0
deceptive,0,0,0.009708738,0.009708738,0.019417476,0,0.058252427,0,0.067961165,0
deceptive,0,0,0.028037383,0.018691589,0,0,0.028037383,0,0.074766355,0.018691589
deceptive,0,0,0.04109589,0.02739726,0,0,0.02739726,0,0.068493151,0
deceptive,0.011235955,0,0.033707865,0.06741573,0.033707865,0,0.078651685,0.011235955,0.101123596,0.011235955
deceptive,0.014705882,0,0.044117647,0.058823529,0.029411765,0.014705882,0.058823529,0,0.073529412,0.014705882
deceptive,0,0,0.027777778,0.027777778,0.009259259,0,0.027777778,0,0.064814815,0.018518519
deceptive,0,0,0,0.131578947,0.026315789,0,0.078947368,0,0.131578947,0
deceptive,0,0,0,0.031578947,0.021052632,0,0.031578947,0,0.063157895,0
deceptive,0.016949153,0,0.008474576,0.016949153,0.008474576,0,0.008474576,0,0.050847458,0.016949153
deceptive,0.008547009,0.008547009,0.05982906,0.042735043,0.017094017,0.008547009,0.025641026,0.008547009,0.068376068,0.008547009
deceptive,0,0,0.042372881,0.050847458,0.033898305,0,0.042372881,0,0.06779661,0
deceptive,0,0,0.029411765,0.009803922,0.029411765,0.009803922,0.039215686,0,0.039215686,0.009803922
deceptive,0,0,0.017241379,0.051724138,0,0,0.034482759,0,0.077586207,0
deceptive,0,0,0.013513514,0.013513514,0.027027027,0,0.013513514,0,0.040540541,0
deceptive,0,0,0.04950495,0.04950495,0.00990099,0.00990099,0.079207921,0,0.128712871,0.00990099
deceptive,0,0,0.020408163,0.030612245,0,0,0.020408163,0,0.06122449,0
deceptive,0,0,0.024390244,0.024390244,0,0,0.040650407,0,0.06504065,0
deceptive,0,0.008196721,0.024590164,0.024590164,0.008196721,0.008196721,0.008196721,0,0.040983607,0.032786885
deceptive,0,0,0.012820513,0.032051282,0.006410256,0,0.019230769,0,0.051282051,0.006410256
deceptive,0,0,0,0.029126214,0.009708738,0.009708738,0.048543689,0,0.097087379,0
deceptive,0.005681818,0,0.011363636,0.005681818,0.017045455,0.005681818,0.005681818,0,0.028409091,0.005681818
deceptive,0,0,0.016528926,0.016528926,0.016528926,0,0.016528926,0,0.041322314,0
deceptive,0,0.01369863,0,0.02739726,0,0,0.02739726,0,0.054794521,0.01369863
deceptive,0,0,0.018518519,0,0,0,0.037037037,0,0.092592593,0
deceptive,0.018691589,0,0.065420561,0.08411215,0.018691589,0,0.065420561,0,0.102803738,0.009345794
deceptive,0,0,0.008695652,0.026086957,0.017391304,0.008695652,0.034782609,0,0.060869565,0.026086957
deceptive,0,0,0.028985507,0.028985507,0,0,0.057971014,0.014492754,0.101449275,0.014492754
deceptive,0,0,0.037735849,0.056603774,0,0,0.056603774,0,0.056603774,0
deceptive,0,0.02020202,0.03030303,0,0.01010101,0.01010101,0.01010101,0,0.01010101,0.01010101
deceptive,0,0,0.042253521,0.056338028,0.014084507,0,0.056338028,0,0.112676056,0.014084507
deceptive,0,0.008264463,0.004132231,0.02892562,0.004132231,0.004132231,0.024793388,0,0.037190083,0.012396694
deceptive,0.010752688,0,0.021505376,0.043010753,0.010752688,0,0.032258065,0,0.096774194,0.010752688
deceptive,0,0,0.040816327,0.06122449,0,0,0.040816327,0,0.081632653,0
deceptive,0,0,0.030927835,0.010309278,0.010309278,0,0.020618557,0,0.041237113,0.010309278
deceptive,0,0.025641026,0.038461538,0.025641026,0.038461538,0.012820513,0.051282051,0,0.064102564,0.025641026
deceptive,0,0,0.021978022,0.043956044,0.010989011,0,0.032967033,0,0.076923077,0
deceptive,0.00952381,0.00952381,0.028571429,0.066666667,0.028571429,0.00952381,0.047619048,0.00952381,0.076190476,0
deceptive,0,0,0,0,0,0,0.033898305,0,0.06779661,0
deceptive,0.00862069,0,0.025862069,0.025862069,0.00862069,0.00862069,0.034482759,0,0.043103448,0.025862069
deceptive,0,0.00729927,0.02919708,0.01459854,0.02189781,0.00729927,0.02189781,0,0.04379562,0.01459854
deceptive,0,0,0.009615385,0.028846154,0.004807692,0,0.033653846,0,0.057692308,0.004807692
deceptive,0,0,0.037974684,0.037974684,0.012658228,0,0.025316456,0,0.063291139,0
deceptive,0,0,0.028571429,0.057142857,0.057142857,0,0.057142857,0,0.085714286,0
deceptive,0,0,0.036363636,0.054545455,0,0.018181818,0.054545455,0,0.072727273,0
deceptive,0,0,0.01183432,0.047337278,0,0,0.059171598,0,0.076923077,0
deceptive,0,0,0.05,0.05,0,0,0.05,0,0.1,0.025
deceptive,0,0,0.016949153,0.033898305,0.033898305,0.016949153,0.033898305,0,0.084745763,0.016949153
deceptive,0,0,0.021978022,0.032967033,0,0,0.032967033,0,0.065934066,0
deceptive,0.009803922,0.009803922,0.029411765,0.019607843,0.009803922,0.009803922,0.029411765,0.009803922,0.078431373,0.009803922
deceptive,0.00952381,0,0.038095238,0.038095238,0.019047619,0,0.019047619,0,0.066666667,0.00952381
deceptive,0.012658228,0.012658228,0.012658228,0.025316456,0,0.012658228,0.025316456,0.012658228,0.050632911,0.012658228
deceptive,0,0,0.033519553,0.072625698,0.039106145,0,0.072625698,0,0.106145251,0
deceptive,0.019230769,0.019230769,0,0.019230769,0,0.019230769,0,0.019230769,0.038461538,0.019230769
deceptive,0,0,0.017391304,0.026086957,0.017391304,0.008695652,0.017391304,0,0.07826087,0.008695652
deceptive,0,0,0.037037037,0.055555556,0.037037037,0,0.055555556,0,0.074074074,0.018518519
deceptive,0,0,0.038834951,0.077669903,0.029126214,0,0.087378641,0,0.106796117,0
deceptive,0.015503876,0,0.023255814,0.023255814,0.007751938,0,0.023255814,0,0.062015504,0.007751938
deceptive,0,0,0.04,0.06,0.04,0,0.08,0,0.1,0
deceptive,0,0,0.044117647,0.044117647,0,0,0.044117647,0,0.058823529,0
deceptive,0,0,0.015625,0.03125,0.015625,0.015625,0.046875,0,0.0625,0.015625
deceptive,0,0,0.011363636,0.022727273,0.022727273,0,0.034090909,0,0.056818182,0
deceptive,0.010869565,0,0.02173913,0.043478261,0.010869565,0,0.032608696,0,0.054347826,0.02173913
deceptive,0,0.007246377,0.043478261,0.036231884,0.028985507,0,0.050724638,0,0.079710145,0.007246377
deceptive,0,0.003968254,0.031746032,0.047619048,0.007936508,0,0.047619048,0,0.079365079,0.011904762
deceptive,0,0,0.037037037,0.12962963,0.037037037,0,0.12962963,0,0.166666667,0
