index,Decision,Sentiment,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,positive,negative,n count,wrd count,lstm
1228,deceptive,0,0.028301887,0.028301887,0.009433962,0.009433962,0.009433962,0,0,0.009433962,0.028301887,0.056603774,0.277777778,0.166667,0
253,truthful,1,0,0,0.037383178,0.037383178,0.009345794,0,0.056074766,0,0.102803738,0,0.280373832,0.287879,1
912,truthful,1,0.009708738,0.029126214,0.024271845,0.04368932,0.024271845,0.019417476,0.033980583,0.024271845,0.058252427,0.053398058,0.221153846,0.19697,1
1267,deceptive,0,0,0,0.011363636,0.011363636,0.011363636,0.011363636,0.022727273,0,0.022727273,0.011363636,0.213483146,0.181818,0
823,truthful,1,0.008849558,0,0.017699115,0.026548673,0.017699115,0.017699115,0.026548673,0.017699115,0.061946903,0.026548673,0.212389381,0.272727,1
1583,deceptive,0,0.013289037,0.013289037,0.03654485,0.026578073,0.019933555,0.023255814,0.019933555,0.013289037,0.029900332,0.03654485,0.201986755,0.454545,0
1437,deceptive,0,0.007751938,0,0.031007752,0.046511628,0.023255814,0.031007752,0.015503876,0.007751938,0.046511628,0.031007752,0.184615385,0.19697,0
21,truthful,1,0,0,0.01459854,0.00729927,0,0,0.00729927,0,0.058394161,0.00729927,0.194244604,0.257576,1
1596,deceptive,0,0.008264463,0,0.024793388,0.05785124,0.016528926,0.008264463,0.049586777,0.008264463,0.066115702,0,0.208,0.272727,0
649,deceptive,0,0.019607843,0,0.049019608,0.058823529,0.029411765,0,0.049019608,0,0.088235294,0,0.233009709,0.242424,0
1572,deceptive,0,0.017857143,0,0,0.035714286,0,0.017857143,0.017857143,0.017857143,0.053571429,0.053571429,0.232142857,0.106061,0
856,truthful,1,0.013071895,0.013071895,0.026143791,0.039215686,0,0.019607843,0.026143791,0.019607843,0.058823529,0.032679739,0.223602485,0.151515,1
1103,truthful,1,0,0,0.030612245,0.020408163,0,0,0.010204082,0,0.051020408,0,0.265306122,0.151515,1
1264,deceptive,0,0.023584906,0.018867925,0.051886792,0.028301887,0.014150943,0.014150943,0.018867925,0.018867925,0.037735849,0.033018868,0.216981132,0.333333,0
1083,truthful,1,0.012345679,0.00617284,0.049382716,0.049382716,0.024691358,0,0.018518519,0,0.055555556,0.030864198,0.190184049,0.166667,1
391,truthful,1,0,0,0.025210084,0.016806723,0.008403361,0.008403361,0.033613445,0,0.050420168,0.008403361,0.37398374,0.227273,1
539,deceptive,0,0,0.00729927,0.04379562,0.03649635,0.02189781,0.00729927,0.03649635,0,0.065693431,0.01459854,0.231884058,0.242424,0
1230,deceptive,0,0.01754386,0.023391813,0.046783626,0.023391813,0.005847953,0.01754386,0.01754386,0.023391813,0.029239766,0.040935673,0.187134503,0.287879,0
257,truthful,1,0.010362694,0.010362694,0.031088083,0.041450777,0.010362694,0.015544041,0.051813472,0.005181347,0.07253886,0.020725389,0.227272727,0.469697,1
877,truthful,1,0,0.011627907,0,0.011627907,0,0.011627907,0,0,0.011627907,0.023255814,0.306818182,0.075758,1
997,truthful,1,0.012170385,0.006085193,0.024340771,0.018255578,0.010141988,0.024340771,0.022312373,0.00811359,0.040567951,0.038539554,0.232793522,0.621212,1
361,truthful,1,0.009803922,0,0.049019608,0.078431373,0.009803922,0.009803922,0.058823529,0,0.098039216,0.009803922,0.323529412,0.181818,1
1457,deceptive,0,0.007751938,0.007751938,0.023255814,0.031007752,0,0.015503876,0.007751938,0.007751938,0.031007752,0.023255814,0.215384615,0.257576,0
478,deceptive,0,0.007194245,0.007194245,0.035971223,0.050359712,0.014388489,0.014388489,0.043165468,0.007194245,0.09352518,0.014388489,0.230215827,0.242424,0
453,deceptive,0,0,0,0.024096386,0.016064257,0.008032129,0.004016064,0.024096386,0.004016064,0.064257028,0.004016064,0.267489712,0.393939,0
1148,truthful,1,0.003968254,0.007936508,0.023809524,0.031746032,0.015873016,0.015873016,0.023809524,0,0.055555556,0.01984127,0.158914729,0.378788,1
1496,deceptive,0,0.007462687,0.007462687,0.007462687,0.014925373,0,0,0.007462687,0.007462687,0.029850746,0.02238806,0.214814815,0.242424,0
9,truthful,1,0,0,0,0.034883721,0,0,0.046511628,0,0.081395349,0,0.341176471,0.151515,1
1011,truthful,1,0.013605442,0.013605442,0.027210884,0.006802721,0.006802721,0.006802721,0.006802721,0.006802721,0.020408163,0.027210884,0.255033557,0.181818,1
116,truthful,1,0,0,0.012987013,0.064935065,0.012987013,0,0.038961039,0,0.090909091,0.012987013,0.266666667,0.30303,1
871,truthful,1,0.011235955,0,0.02247191,0.011235955,0,0,0,0.02247191,0,0.033707865,0.274725275,0.166667,1
1356,deceptive,0,0.010810811,0.010810811,0.037837838,0.035135135,0.016216216,0.010810811,0.043243243,0.005405405,0.064864865,0.018918919,0.213157895,0.712121,0
1004,truthful,1,0.006535948,0.006535948,0.013071895,0.019607843,0.006535948,0.026143791,0.013071895,0.006535948,0.039215686,0.039215686,0.227272727,0.181818,1
1010,truthful,1,0.022435897,0.025641026,0.032051282,0.038461538,0.025641026,0.03525641,0.032051282,0.032051282,0.064102564,0.060897436,0.217252396,0.606061,1
867,truthful,1,0.01369863,0.01369863,0.01826484,0.02739726,0.01826484,0.01369863,0.01369863,0.01369863,0.03196347,0.01826484,0.20361991,0.318182,1
1372,deceptive,0,0.04,0.02,0.04,0.06,0.02,0.02,0.06,0.06,0.1,0.06,0.254901961,0.136364,0
1053,truthful,1,0.007633588,0.007633588,0.030534351,0.022900763,0.015267176,0.015267176,0.022900763,0.030534351,0.053435115,0.038167939,0.161538462,0.106061,1
16,truthful,1,0.018518519,0.018518519,0.092592593,0.12962963,0.018518519,0.018518519,0.111111111,0.018518519,0.148148148,0.018518519,0.296296296,0.19697,1
52,truthful,1,0.00280112,0,0.019607843,0.033613445,0.033613445,0.008403361,0.039215686,0.00280112,0.075630252,0.014005602,0.254901961,0.666667,1
113,truthful,1,0.0125,0.0125,0.0375,0.0625,0.0375,0.0125,0.0625,0.0125,0.075,0.0125,0.2875,0.212121,1
1095,truthful,1,0.028169014,0.007042254,0.014084507,0.014084507,0.014084507,0.028169014,0.028169014,0.007042254,0.028169014,0.042253521,0.24137931,0.333333,1
1591,deceptive,0,0.007843137,0.007843137,0.023529412,0.031372549,0.007843137,0.007843137,0.019607843,0.003921569,0.058823529,0.023529412,0.221789883,0.30303,0
859,truthful,1,0.009615385,0.028846154,0.019230769,0.028846154,0.009615385,0.019230769,0.019230769,0,0.067307692,0.028846154,0.2,0.181818,1
1579,deceptive,0,0.028571429,0.028571429,0.014285714,0.014285714,0,0.042857143,0.014285714,0.014285714,0.042857143,0.042857143,0.114285714,0.181818,0
1273,deceptive,0,0.01734104,0.005780347,0.040462428,0.034682081,0.028901734,0.011560694,0.023121387,0.011560694,0.052023121,0.023121387,0.190751445,0.272727,0
1568,deceptive,0,0.020689655,0,0.013793103,0.020689655,0.006896552,0,0.013793103,0,0.04137931,0.020689655,0.213793103,0.318182,0
1558,deceptive,0,0,0,0.016949153,0.016949153,0,0,0.016949153,0,0.06779661,0.033898305,0.220338983,0.106061,0
213,truthful,1,0.014705882,0.014705882,0.029411765,0.088235294,0.029411765,0.014705882,0.058823529,0,0.117647059,0.014705882,0.397058824,0.19697,1
37,truthful,1,0,0,0.032258065,0.080645161,0.048387097,0,0.080645161,0,0.080645161,0,0.338709677,0.151515,1
513,deceptive,0,0,0,0.027027027,0.013513514,0.027027027,0,0.027027027,0.013513514,0.054054054,0.013513514,0.223684211,0.151515,0
477,deceptive,0,0.00862069,0.00862069,0.025862069,0.034482759,0,0.00862069,0.017241379,0,0.068965517,0.00862069,0.24137931,0.30303,0
1156,truthful,1,0.017241379,0.011494253,0.028735632,0.017241379,0.011494253,0.022988506,0.017241379,0.011494253,0.057471264,0.028735632,0.185393258,0.257576,1
878,truthful,1,0.028169014,0,0.014084507,0.084507042,0,0,0.042253521,0,0.070422535,0.042253521,0.225352113,0.121212,1
698,deceptive,0,0.02,0.01,0.04,0.06,0.04,0.05,0.09,0.03,0.11,0.04,0.215686275,0.257576,0
1065,truthful,1,0,0.009118541,0.018237082,0.027355623,0.003039514,0.018237082,0.027355623,0.009118541,0.051671733,0.03343465,0.225071225,0.651515,1
1315,deceptive,0,0.021052632,0,0.042105263,0.031578947,0.021052632,0.021052632,0.010526316,0.031578947,0.042105263,0.052631579,0.25,0.121212,0
848,truthful,1,0.003311258,0.009933775,0.049668874,0.033112583,0.029801325,0.009933775,0.023178808,0.003311258,0.043046358,0.023178808,0.191558442,0.5,1
1287,deceptive,0,0,0.01,0.04,0.03,0.01,0,0.04,0,0.05,0.01,0.17,0.19697,0
1195,truthful,1,0.011627907,0.01744186,0.029069767,0.046511628,0.01744186,0.011627907,0.040697674,0.011627907,0.069767442,0.01744186,0.197740113,0.287879,1
674,deceptive,0,0,0.009615385,0.028846154,0.057692308,0.019230769,0.009615385,0.067307692,0,0.125,0.028846154,0.326923077,0.30303,0
582,deceptive,0,0,0,0.025641026,0.051282051,0,0.025641026,0.051282051,0.025641026,0.128205128,0,0.230769231,0.136364,0
1205,deceptive,0,0.014184397,0.014184397,0.028368794,0.014184397,0.007092199,0.007092199,0.021276596,0.014184397,0.035460993,0.04964539,0.181818182,0.19697,0
1478,deceptive,0,0.011583012,0.015444015,0.027027027,0.027027027,0.003861004,0.015444015,0.011583012,0.030888031,0.030888031,0.042471042,0.214559387,0.30303,0
653,deceptive,0,0.00877193,0.00877193,0.043859649,0.043859649,0.026315789,0.01754386,0.070175439,0.00877193,0.087719298,0.00877193,0.245614035,0.333333,0
1204,deceptive,0,0,0.007246377,0.007246377,0.007246377,0,0,0.007246377,0,0.02173913,0,0.235714286,0.181818,0
1514,deceptive,0,0.037037037,0.012345679,0.037037037,0.037037037,0,0,0.049382716,0,0.111111111,0.037037037,0.292682927,0.121212,0
882,truthful,1,0.011049724,0.011049724,0.005524862,0.016574586,0.005524862,0.022099448,0.005524862,0.005524862,0.049723757,0.022099448,0.26519337,0.257576,1
1466,deceptive,0,0.022099448,0.011049724,0.038674033,0.038674033,0.022099448,0.022099448,0.027624309,0.011049724,0.055248619,0.055248619,0.193370166,0.287879,0
777,deceptive,0,0,0,0.054054054,0.027027027,0.054054054,0,0.054054054,0,0.108108108,0,0.297297297,0.106061,0
644,deceptive,0,0,0,0.044776119,0.029850746,0,0,0.059701493,0,0.074626866,0,0.338235294,0.212121,0
788,deceptive,0,0,0.004761905,0.042857143,0.047619048,0.019047619,0.00952381,0.038095238,0,0.071428571,0.019047619,0.276995305,0.469697,0
754,deceptive,0,0.006134969,0.006134969,0.018404908,0.049079755,0.030674847,0.012269939,0.030674847,0.006134969,0.061349693,0.012269939,0.208588957,0.242424,0
439,deceptive,0,0,0,0,0,0,0.015625,0.03125,0,0.03125,0,0.234375,0.166667,0
960,truthful,1,0.009950249,0.014925373,0.024875622,0.039800995,0.009950249,0.014925373,0.029850746,0.014925373,0.054726368,0.029850746,0.237623762,0.454545,1
1500,deceptive,0,0.014492754,0.009661836,0.038647343,0.033816425,0.019323671,0.009661836,0.038647343,0.028985507,0.077294686,0.043478261,0.172248804,0.333333,0
8,truthful,1,0.012195122,0.012195122,0.036585366,0.036585366,0.030487805,0.024390244,0.030487805,0.012195122,0.042682927,0.030487805,0.224242424,0.257576,1
1593,deceptive,0,0.025974026,0,0.012987013,0.012987013,0.012987013,0.038961039,0.012987013,0.012987013,0.012987013,0.025974026,0.141025641,0.166667,0
1338,deceptive,0,0.017751479,0.00591716,0.029585799,0.029585799,0.01183432,0.01183432,0.017751479,0.01183432,0.059171598,0.035502959,0.188235294,0.348485,0
760,deceptive,0,0,0,0.037735849,0.056603774,0.037735849,0,0.056603774,0,0.160377359,0,0.37962963,0.166667,0
1538,deceptive,0,0,0,0.071428571,0.057142857,0.014285714,0,0.021428571,0,0.057142857,0.007142857,0.192857143,0.212121,0
665,deceptive,0,0,0,0.034843206,0.020905923,0.010452962,0.006968641,0.027874564,0.003484321,0.052264808,0.013937282,0.229965157,0.606061,0
951,truthful,1,0,0.014285714,0.035714286,0.028571429,0.042857143,0,0.035714286,0.014285714,0.057142857,0.035714286,0.253521127,0.136364,1
1562,deceptive,0,0.008,0,0.016,0.016,0.008,0.008,0.032,0.008,0.048,0.024,0.214285714,0.227273,0
1527,deceptive,0,0,0.004424779,0.044247788,0.03539823,0.022123894,0.017699115,0.026548673,0.008849558,0.044247788,0.026548673,0.191111111,0.318182,0
1359,deceptive,0,0,0,0.033333333,0.033333333,0,0.016666667,0,0.016666667,0.066666667,0.033333333,0.274193548,0.090909,0
641,deceptive,0,0,0,0,0.046511628,0,0,0.069767442,0,0.11627907,0,0.209302326,0.106061,0
1499,deceptive,0,0,0,0.023809524,0.035714286,0.005952381,0.005952381,0.029761905,0,0.077380952,0.017857143,0.177514793,0.227273,0
1081,truthful,1,0.0125,0.0125,0.025,0.025,0.0125,0.025,0,0.025,0.0375,0.0375,0.2875,0.136364,1
967,truthful,1,0.007751938,0.007751938,0.015503876,0.023255814,0.023255814,0.007751938,0.015503876,0,0.046511628,0.023255814,0.19379845,0.242424,1
702,deceptive,0,0,0,0.036036036,0.063063063,0.036036036,0.018018018,0.054054054,0.009009009,0.099099099,0.036036036,0.241071429,0.272727,0
1540,deceptive,0,0.007731959,0.010309278,0.028350515,0.010309278,0.005154639,0.005154639,0.005154639,0.005154639,0.012886598,0.028350515,0.169230769,0.348485,0
931,truthful,1,0.01010101,0.04040404,0.01010101,0.03030303,0,0.02020202,0.01010101,0.02020202,0.04040404,0.060606061,0.242424242,0.19697,1
825,truthful,1,0,0.012195122,0.018292683,0.042682927,0.012195122,0.012195122,0.030487805,0.006097561,0.048780488,0.030487805,0.18452381,0.363636,1
1260,deceptive,0,0.014705882,0.007352941,0.025735294,0.014705882,0.007352941,0.011029412,0.011029412,0.022058824,0.047794118,0.036764706,0.197802198,0.393939,0
49,truthful,1,0,0.008,0.008,0.032,0.016,0,0.032,0,0.056,0.008,0.253968254,0.242424,1
419,deceptive,0,0,0,0.007936508,0.03968254,0.031746032,0.007936508,0.03968254,0,0.055555556,0.007936508,0.26984127,0.19697,0
301,truthful,1,0,0,0.081081081,0.081081081,0.054054054,0,0.081081081,0,0.135135135,0,0.307692308,0.075758,1
1125,truthful,1,0.005617978,0.005617978,0.028089888,0.033707865,0.011235955,0,0.02247191,0.005617978,0.033707865,0.011235955,0.208791209,0.318182,1
507,deceptive,0,0.010526316,0,0.010526316,0.031578947,0.021052632,0,0.031578947,0,0.063157895,0.010526316,0.242105263,0.212121,0
258,truthful,1,0.010204082,0.010204082,0.020408163,0.020408163,0.030612245,0.010204082,0.030612245,0.010204082,0.040816327,0.010204082,0.272727273,0.151515,1
342,truthful,1,0,0.015151515,0.060606061,0.060606061,0.045454545,0,0.045454545,0,0.075757576,0.015151515,0.272727273,0.106061,1
1138,truthful,1,0.007142857,0.014285714,0.007142857,0.021428571,0.010714286,0.014285714,0.021428571,0.007142857,0.032142857,0.025,0.239285714,0.515152,1
1417,deceptive,0,0.013333333,0.013333333,0.053333333,0.053333333,0.026666667,0.013333333,0.066666667,0.013333333,0.08,0.013333333,0.266666667,0.106061,0
865,truthful,1,0,0,0.031446541,0.012578616,0.006289308,0.012578616,0.006289308,0,0.044025157,0.031446541,0.201257862,0.19697,1
384,truthful,1,0.005847953,0,0.035087719,0.040935673,0.029239766,0.005847953,0.040935673,0,0.099415205,0.005847953,0.324022346,0.287879,1
861,truthful,1,0,0,0.023529412,0.023529412,0.011764706,0.011764706,0.035294118,0.011764706,0.047058824,0.023529412,0.255813954,0.136364,1
1249,deceptive,0,0.008849558,0.008849558,0.026548673,0.017699115,0,0,0.017699115,0.008849558,0.03539823,0.017699115,0.17699115,0.151515,0
228,truthful,1,0.032258065,0.016129032,0.080645161,0.048387097,0.032258065,0.016129032,0.080645161,0.016129032,0.129032258,0.032258065,0.153846154,0.181818,1
50,truthful,1,0.008064516,0,0.040322581,0.048387097,0.024193548,0,0.048387097,0.008064516,0.048387097,0.024193548,0.209677419,0.318182,1
123,truthful,1,0.002597403,0.002597403,0.028571429,0.036363636,0.015584416,0.002597403,0.036363636,0,0.07012987,0.015584416,0.237244898,0.757576,1
1520,deceptive,0,0.008928571,0,0.008928571,0.017857143,0.008928571,0.008928571,0,0,0.026785714,0.035714286,0.223214286,0.242424,0
932,truthful,1,0.005263158,0.015789474,0.018421053,0.028947368,0.013157895,0.015789474,0.013157895,0,0.039473684,0.026315789,0.21875,0.454545,1
1012,truthful,1,0.014851485,0.014851485,0.014851485,0,0,0.014851485,0.004950495,0.024752475,0.01980198,0.03960396,0.230392157,0.242424,1
1166,truthful,1,0,0.006451613,0,0.012903226,0,0.006451613,0,0,0.012903226,0.012903226,0.278481013,0.212121,1
1577,deceptive,0,0.044776119,0.02238806,0.007462687,0.014925373,0.014925373,0.037313433,0.007462687,0.029850746,0.02238806,0.074626866,0.257352941,0.151515,0
22,truthful,1,0,0,0.022222222,0.066666667,0.022222222,0.022222222,0.022222222,0,0.066666667,0,0.204545455,0.075758,0
845,truthful,1,0.011811024,0.011811024,0.019685039,0.015748032,0.011811024,0.007874016,0.015748032,0.007874016,0.035433071,0.043307087,0.241245136,0.393939,1
394,truthful,1,0,0,0.028846154,0.057692308,0,0.009615385,0.048076923,0,0.096153846,0.009615385,0.230769231,0.257576,1
277,truthful,1,0,0,0,0.066666667,0.033333333,0,0.066666667,0,0.166666667,0,0.419354839,0.045455,1
964,truthful,1,0.025396825,0.019047619,0.031746032,0.028571429,0.015873016,0.022222222,0.015873016,0.015873016,0.038095238,0.053968254,0.209375,0.636364,1
367,truthful,1,0,0.006896552,0.034482759,0.048275862,0.006896552,0.006896552,0.055172414,0,0.082758621,0,0.263513514,0.318182,1
64,truthful,1,0.004,0.004,0.028,0.036,0.02,0.008,0.044,0.004,0.084,0.024,0.234126984,0.484848,1
1165,truthful,1,0.01,0.005,0,0.02,0,0.01,0.005,0.035,0.04,0.04,0.232673267,0.409091,1
35,truthful,1,0,0,0.030769231,0.046153846,0,0,0.046153846,0,0.092307692,0.015384615,0.235294118,0.106061,1
295,truthful,1,0.007633588,0.007633588,0.045801527,0.030534351,0.022900763,0,0.022900763,0,0.091603053,0.022900763,0.255813954,0.19697,1
1245,deceptive,0,0.017182131,0.003436426,0.024054983,0.017182131,0.013745704,0.010309278,0.013745704,0.013745704,0.041237113,0.034364261,0.201365188,0.560606,0
312,truthful,1,0,0.005464481,0.027322404,0.043715847,0.021857924,0.010928962,0.054644809,0,0.087431694,0.005464481,0.345945946,0.363636,1
121,truthful,1,0.015384615,0.015384615,0.046153846,0.046153846,0.030769231,0.015384615,0.046153846,0.015384615,0.076923077,0.015384615,0.215384615,0.045455,1
1471,deceptive,0,0.030927835,0.020618557,0.041237113,0.051546392,0.020618557,0.010309278,0.06185567,0.030927835,0.072164948,0.030927835,0.255102041,0.151515,0
938,truthful,1,0.006756757,0,0.027027027,0.006756757,0.006756757,0.006756757,0.006756757,0.013513514,0.006756757,0.054054054,0.244897959,0.166667,1
98,truthful,1,0.011627907,0.005813953,0.034883721,0.040697674,0.023255814,0.011627907,0.052325581,0.005813953,0.087209302,0.01744186,0.25862069,0.378788,1
252,truthful,1,0,0,0.019047619,0.038095238,0.00952381,0,0.019047619,0,0.038095238,0,0.247619048,0.19697,1
370,truthful,1,0,0,0.011111111,0.027777778,0.005555556,0,0.022222222,0,0.038888889,0.005555556,0.216216216,0.363636,1
994,truthful,1,0,0,0.024896266,0.020746888,0.01659751,0.008298755,0.004149378,0.008298755,0.029045643,0.020746888,0.216326531,0.30303,1
855,truthful,1,0.010869565,0,0.02173913,0.010869565,0.010869565,0,0.02173913,0.010869565,0.043478261,0.02173913,0.239130435,0.19697,1
1480,deceptive,0,0.013824885,0.00921659,0.036866359,0.023041475,0.013824885,0.01843318,0.013824885,0.013824885,0.01843318,0.064516129,0.184684685,0.393939,0
588,deceptive,0,0,0.015267176,0.030534351,0.022900763,0.015267176,0.022900763,0.022900763,0,0.061068702,0.030534351,0.198473282,0.242424,0
612,deceptive,0,0,0.007246377,0.028985507,0.007246377,0.007246377,0.007246377,0.02173913,0,0.043478261,0.014492754,0.311594203,0.19697,0
854,truthful,1,0.013262599,0.00530504,0.013262599,0.023872679,0.00795756,0.00795756,0.021220159,0.00530504,0.039787798,0.021220159,0.184210526,0.560606,1
333,truthful,1,0.023255814,0,0,0,0,0,0.069767442,0,0.093023256,0.023255814,0.4,0.090909,1
1543,deceptive,0,0.009708738,0.009708738,0.038834951,0.038834951,0.019417476,0.009708738,0.029126214,0,0.048543689,0.009708738,0.233009709,0.287879,0
669,deceptive,0,0,0,0.023529412,0.035294118,0.005882353,0.005882353,0.017647059,0,0.041176471,0.017647059,0.224137931,0.393939,0
177,truthful,1,0,0,0.04494382,0.02247191,0.02247191,0,0.033707865,0,0.101123596,0,0.272727273,0.166667,1
1337,deceptive,0,0.011111111,0.016666667,0.033333333,0.016666667,0.011111111,0.005555556,0.011111111,0.016666667,0.038888889,0.033333333,0.198895028,0.242424,0
984,truthful,1,0.020134228,0,0.013422819,0.020134228,0,0.020134228,0,0,0.020134228,0.026845638,0.235294118,0.212121,1
531,deceptive,0,0.010752688,0,0.043010753,0.064516129,0.021505376,0,0.053763441,0,0.11827957,0.010752688,0.340425532,0.257576,0
857,truthful,1,0,0.015748032,0.031496063,0.007874016,0.023622047,0.023622047,0.015748032,0.023622047,0.015748032,0.039370079,0.1953125,0.151515,1
491,deceptive,0,0.01369863,0,0.054794521,0.095890411,0.04109589,0,0.082191781,0,0.164383562,0,0.243243243,0.227273,0
1435,deceptive,0,0,0,0.055555556,0.044444444,0.011111111,0.011111111,0.022222222,0.011111111,0.088888889,0.011111111,0.322222222,0.075758,0
0,truthful,1,0.00952381,0.00952381,0.019047619,0.028571429,0.00952381,0.019047619,0.047619048,0,0.066666667,0.028571429,0.287037037,0.257576,1
500,deceptive,0,0,0,0.009708738,0.009708738,0.019417476,0,0.058252427,0,0.077669903,0,0.281553398,0.19697,0
1203,deceptive,0,0.05,0.03,0.03,0.03,0,0.03,0.03,0.05,0.04,0.05,0.233009709,0.242424,0
1547,deceptive,0,0.019704433,0.014778325,0.024630542,0.009852217,0.019704433,0.004926108,0.014778325,0.019704433,0.02955665,0.019704433,0.202898551,0.439394,0
827,truthful,1,0.007326007,0.003663004,0.04029304,0.036630037,0.025641026,0.003663004,0.032967033,0.007326007,0.04029304,0.018315018,0.195035461,0.5,1
687,deceptive,0,0,0,0.012658228,0.025316456,0.012658228,0,0.037974684,0,0.063291139,0,0.2375,0.181818,0
416,deceptive,0,0,0,0.035460993,0.035460993,0,0,0.035460993,0,0.063829787,0.007092199,0.177304965,0.30303,0
817,truthful,1,0,0.005076142,0.015228426,0.020304569,0.010152284,0.005076142,0.020304569,0.005076142,0.030456853,0.020304569,0.234693878,0.378788,1
28,truthful,1,0.005376344,0,0.02688172,0.037634409,0.016129032,0,0.043010753,0,0.059139785,0.010752688,0.238095238,0.515152,1
1198,truthful,1,0.019498607,0.022284123,0.011142061,0.022284123,0.005571031,0.016713092,0.013927577,0.008356546,0.022284123,0.058495822,0.327777778,0.590909,1
307,truthful,1,0.005291005,0.010582011,0.026455026,0.042328042,0.015873016,0.010582011,0.042328042,0.005291005,0.052910053,0.015873016,0.247311828,0.424242,1
1120,truthful,1,0,0,0.02173913,0.065217391,0,0,0.02173913,0,0.076086957,0.02173913,0.287234043,0.106061,1
167,truthful,1,0,0.007462687,0,0.007462687,0,0.007462687,0.007462687,0,0.052238806,0.014925373,0.215827338,0.318182,1
594,deceptive,0,0.006849315,0.01369863,0.02739726,0.020547945,0.02739726,0.01369863,0.04109589,0.006849315,0.047945205,0.020547945,0.202702703,0.257576,0
524,deceptive,0,0.018691589,0,0.065420561,0.102803738,0.028037383,0,0.074766355,0,0.130841121,0.009345794,0.205607477,0.409091,0
640,deceptive,0,0,0.007490637,0.033707865,0.052434457,0.02247191,0,0.04494382,0,0.123595506,0.003745318,0.286245353,0.424242,0
1563,deceptive,0,0.010869565,0.005434783,0.02173913,0.027173913,0.016304348,0.005434783,0.027173913,0.016304348,0.032608696,0.02173913,0.218085106,0.242424,0
320,truthful,1,0,0,0.022988506,0.034482759,0.011494253,0,0.022988506,0,0.057471264,0.011494253,0.229885058,0.090909,1
1401,deceptive,0,0,0,0.02739726,0.034246575,0.034246575,0,0.020547945,0.006849315,0.054794521,0.020547945,0.260273973,0.242424,0
1067,truthful,1,0.017699115,0,0.017699115,0.013274336,0.013274336,0.004424779,0.004424779,0,0.039823009,0.017699115,0.172566372,0.363636,1
1047,truthful,1,0.01863354,0,0.037267081,0.00621118,0.01863354,0,0.01242236,0.00621118,0.055900621,0.01242236,0.239520958,0.333333,1
352,truthful,1,0,0,0.03030303,0.045454545,0,0,0.075757576,0,0.090909091,0.015151515,0.308823529,0.121212,1
1020,truthful,1,0.008474576,0.005649718,0.028248588,0.033898305,0.016949153,0.014124294,0.02259887,0.002824859,0.050847458,0.028248588,0.238095238,0.5,1
1438,deceptive,0,0.011235955,0.011235955,0,0,0.011235955,0.011235955,0,0.011235955,0.02247191,0.02247191,0.2,0.257576,0
728,deceptive,0,0.007751938,0,0.046511628,0.054263566,0.023255814,0,0.023255814,0,0.069767442,0,0.276923077,0.287879,0
488,deceptive,0,0.005128205,0.005128205,0.030769231,0.020512821,0.005128205,0.01025641,0.066666667,0,0.097435897,0.015384615,0.212121212,0.454545,0
1292,deceptive,0,0.013422819,0.006711409,0.026845638,0.053691275,0.013422819,0.033557047,0.033557047,0.020134228,0.080536913,0.046979866,0.21192053,0.212121,0
721,deceptive,0,0,0,0.016528926,0.024793388,0.024793388,0.008264463,0.049586777,0,0.074380165,0.008264463,0.268292683,0.181818,0
1308,deceptive,0,0.016736402,0.025104603,0.008368201,0.016736402,0.025104603,0.046025105,0.020920502,0.033472803,0.050209205,0.066945607,0.200819672,0.378788,0
862,truthful,1,0.006097561,0,0,0.024390244,0.006097561,0.006097561,0.018292683,0.018292683,0.042682927,0.036585366,0.264367816,0.227273,1
1259,deceptive,0,0.034482759,0,0.057471264,0.045977011,0.034482759,0,0.045977011,0.022988506,0.057471264,0.045977011,0.280898876,0.166667,0
1096,truthful,1,0.01369863,0.016438356,0.04109589,0.038356164,0.01369863,0.019178082,0.030136986,0.010958904,0.065753425,0.024657534,0.22311828,0.666667,1
376,truthful,1,0,0,0.029411765,0.044117647,0.014705882,0,0.044117647,0,0.088235294,0,0.279411765,0.227273,1
1550,deceptive,0,0.009771987,0.003257329,0.013029316,0.019543974,0.022801303,0.016286645,0.022801303,0.003257329,0.061889251,0.026058632,0.174757282,0.469697,0
995,truthful,1,0.023569024,0.013468013,0.033670034,0.013468013,0.013468013,0.02020202,0.02020202,0.026936027,0.037037037,0.057239057,0.232258065,0.424242,1
1594,deceptive,0,0.015748031,0.015748031,0.007874016,0.015748031,0.007874016,0.015748031,0.007874016,0.015748031,0.039370079,0.023622047,0.171875,0.212121,0
1332,deceptive,0,0,0.009174312,0.02293578,0.02293578,0.036697248,0.013761468,0.02293578,0.004587156,0.050458716,0.041284404,0.18018018,0.439394,0
1504,deceptive,0,0.013513514,0.006756757,0.060810811,0.02027027,0.027027027,0.013513514,0.02027027,0.013513514,0.040540541,0.02027027,0.206666667,0.272727,0
621,deceptive,0,0,0,0.058139535,0.046511628,0.01744186,0,0.052325581,0,0.075581395,0.005813953,0.284883721,0.424242,0
1110,truthful,1,0.012658228,0.025316456,0.037974684,0.012658228,0,0,0,0,0.037974684,0.037974684,0.265822785,0.090909,1
1063,truthful,1,0.010638298,0.017730496,0.021276596,0.031914894,0.010638298,0.010638298,0.007092199,0.007092199,0.046099291,0.028368794,0.325174825,0.393939,1
